product_id,key,content
97791,key_selling_points,"<ul><li>Độ ph&acirc;n giải 4.0 MP, h&igrave;nh ảnh sắc n&eacute;t, tầm xa hồng ngoại 10m</li><li>Đ&agrave;m thoại 2 chiều, t&iacute;ch hợp Wifi, kh&ocirc;ng cần d&acirc;y mạng</li><li>AI th&ocirc;ng minh ph&aacute;t hiện người, b&aacute;o động, quay theo đối tượng</li><li>Khe cắm thẻ nhớ Micro SD, Max 256GB, lưu trữ video dễ d&agrave;ng</li><li>Gi&aacute; th&agrave;nh hợp l&yacute;, ph&ugrave; hợp cho gia đ&igrave;nh, cửa h&agrave;ng, văn ph&ograve;ng</li></ul>"
97791,review_count,1
97791,review_rating,5
44519,warranty_information,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. 
44519,included_accessories,Gimbal DJI Osmo Mobile 6<br>Cáp USB<br>HDSD<br>Gậy mở rộng tích hợp DJI OM Grip Tripod<br>DJI OM Magnetic Phone Clamp 3<br>Kẹp điện thoại từ tính <br> Túi đựng DJI OM 6
44519,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
44519,product_condition,Mới
44519,loaisp,Chính hãng
44519,review_count,9
44519,review_rating,4.9
32224,warranty_information,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. 
32224,product_condition,Mới
32224,loaisp,Chính hãng
32224,key_selling_points,"Màn hình hiển thị thông tin lên kính lái xe cung cấp thông tin dữ liệu giao thông, hướng dẫn chỉ đường chi tiết<br>
Theo dõi và hiển thị thông tin nhiệt độ và áp suất lốp xe, cảnh báo hỗ trợ an toàn<br>
Sử dụng thông tin tốc độ thực tế lấy từ giao thức OBDII để cảnh báo vượt quá tốc độ<br>
Tích hợp loa ngoài để cảnh báo bằng giọng nói<br>
Tương thích kết nối thiết bị di động, cho phép đồng bộ danh bạ và hiển thị thông tin cuộc gọi đến"
32224,review_count,0
32224,review_rating,0
117041,warranty_information,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất."
117041,cam_ht_video,4K30fps
117041,cam_ht_chong_rung,6-axis EIS3.0
117041,cam_ht_man_hinh,"Màn hình 1.3"" cảm ứng"
117041,cam_ht_pin,Dung lượng: 1050mAh<br>Thời gian sử dụng: 180 phút
117041,cam_ht_tinh_nang,Chống nước IPX6<br>Chống nước 30m có vỏ chống thấm<br>Điều khiển từ xa tiện lợi
117041,included_accessories,"Camera, Khung giữ camera, Kẹp từ tính, Vỏ chống nước, Cáp USB, Điều khiển từ xa, Dây đeo điều khiển từ xa, Miếng dán hai mặt, Đế gắn mũ bảo hiểm, Ngàm gắn, Ngàm gắn loại A, Ngàm gắn loại E, Kim reset, Khăn lau ống kính"
117041,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
117041,product_condition,Mới
117041,loaisp,Chính hãng
117041,key_selling_points,"<ul><li>QuayZoom gần để c&oacute; những cảnh cận r&otilde; n&eacute;t hoặc chụp ảnh si&ecirc;u rộng với độ ph&acirc;n giải 4K tuyệt đẹp</li><li>C&ocirc;ng nghệ ổn định n&acirc;ng cao với gyroscope 6 trục gi&uacute;p loại bỏ rung lắc, mang lại footage mượt m&agrave; v&agrave; r&otilde; r&agrave;ng</li><li>Thời gian sử dụng 180 ph&uacute;t, cho ph&eacute;p bạn ghi h&igrave;nh li&ecirc;n tục trong suốt chuyến phi&ecirc;u lưu</li><li>Chống nước IPX6 bền bỉ v&agrave; chống bụi, Keychain 2 c&oacute; thể lặn xuống tới 30m (99ft) với vỏ chống nước</li></ul>"
117041,review_count,0
117041,review_rating,0
105026,warranty_information,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất "
105026,included_accessories,"Gimbal DJI OM 8, Kẹp điện thoại từ tính, Mô-đun đa năng DJI OM, Cáp sạc (USB-C sang USB-C, dài 50 cm), Cáp sạc điện thoại / ghi âm (USB-C sang USB-C, dài 15 cm), Túi đựng, Sách hướng dẫn sử dụng"
105026,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
105026,product_condition,Mới
105026,loaisp,Chính hãng
105026,key_selling_points,"<ul><li>DJI Osmo Mobile 8 trọng lượng chỉ khoảng 370g, dễ d&agrave;ng mang theo mọi l&uacute;c</li><li>Khả năng xử l&yacute; chuyển động mượt m&agrave; với phạm vi kiểm so&aacute;t pan, roll, tilt rộng, tốc độ điều khiển l&ecirc;n đến 120 độ/gi&acirc;y</li><li>T&iacute;nh năng ActiveTrack 7.0 nhận diện v&agrave; b&aacute;m s&aacute;t đối tượng ch&iacute;nh x&aacute;c, hỗ trợ điều khiển bằng cử chỉ</li><li>Pin Li-Po 3350mAh cho thời gian sử dụng l&ecirc;n tới 10 giờ, sạc nhanh qua cổng USB-C chỉ trong 2.5 giờ</li><li>Chuẩn Bluetooth 5.3 gi&uacute;p kết nối nhanh ch&oacute;ng v&agrave; ổn định, l&yacute; tưởng cho việc ghi h&igrave;nh di động</li></ul>"
105026,review_count,0
105026,review_rating,0
102551,warranty_information,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất."
102551,cam_ht_video,4K (4:3): 3840 × 2880@50fps<br>4K (16:9): 3840 × 2160@60fps<br>2.7K (4:3): 2688 × 2016@60fps<br>2.7K (16:9): 2688 × 1512@60fps<br>1080p (4:3): 1920 × 1440@60fps<br>1080p (16:9): 1920 × 1080@60fps
102551,cam_ht_chong_rung,RockSteady 3.0<br>HorizonBalancing
102551,cam_ht_man_hinh,"Kích thước: 1,96 inch, 326 ppi<br>Độ phân giải: 314×556<br>Độ sáng tối đa (điển hình): 800 cd/㎡"
102551,cam_ht_pin,Camera: Li-ion 1S<br>Đế cắm tầm nhìn đa năng: Li-ion 1S<br>Camera: 530 mAh<br>Camera: 90 phút<br>Camera + Đế gắn Vision đa năng: 200 phút
102551,cam_ht_tinh_nang,Camera chống nước lên đến 10 m<br>Camera + Đế gắn camera đa năng chống nước IPX4
102551,included_accessories,"1 × Máy ảnh Osmo Nano (64GB), 1 × Đế chức năng, 1 × Kẹp mũ nam châm, 1 × Dây đeo cổ nam châm, 1 × Bảo vệ, 1 × Cáp USB-C sang USB-C PD, 1 × Ngàm gắn nam châm khớp cầu hai chiều"
102551,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
102551,product_condition,Mới
102551,loaisp,Chính hãng
102551,key_selling_points,"<ul><li>Thiết kế nhỏ gọn trọng lượng chỉ 52 g, thuận tiện cho việc mang theo mọi l&uacute;c mọi nơi</li><li>Chống nước IPX4, bảo vệ hiệu quả khi sử dụng trong m&ocirc;i trường ẩm ướt</li><li>Cảm biến CMOS 1/1.3 Inch, độ ph&acirc;n giải l&ecirc;n đến 35 MP v&agrave; khả năng quay video 4K@60fps, cho chất lượng h&igrave;nh ảnh tuyệt vời</li><li>Thời gian hoạt động l&ecirc;n đến 200 ph&uacute;t khi sử dụng c&ugrave;ng đế gắn, l&yacute; tưởng cho c&aacute;c chuyến đi d&agrave;i</li><li>Hỗ trợ thẻ microSD l&ecirc;n đến 48GB, cho ph&eacute;p lưu trữ nhiều ảnh v&agrave; video chất lượng cao</li></ul>"
102551,review_count,0
102551,review_rating,0
72878,warranty_information,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX."
72878,included_accessories,"Camera IMOU IPC-S7XP-10M0WED (1), Dụng cụ lắp đặt, Sách hướng dẫn"
72878,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
72878,product_condition,Mới
72878,key_selling_points,"<ul><li>Chất lượng h&igrave;nh ảnh cực kỳ r&otilde; n&eacute;t như đang xem trực tiếp với 2 camera 5 MP v&agrave; 5 MP</li><li>Ống k&iacute;nh cố định 0~260&deg; v&agrave; ống k&iacute;nh quay xoay ngang 0~355&deg; gi&uacute;p bao qu&aacute;t to&agrave;n cảnh</li><li>T&iacute;nh năng chống ngược s&aacute;ng HDR v&agrave; chế độ &aacute;nh s&aacute;ng k&eacute;p th&ocirc;ng minh, tầm nh&igrave;n 30m</li><li>T&iacute;nh năng ph&aacute;t hiện &acirc;m thanh v&agrave; chuyển động bất thường hỗ trợ bạn kiểm so&aacute;t an to&agrave;n</li></ul>"
72878,review_count,0
72878,review_rating,0
87129,warranty_information,1 đổi 1 trong vòng 12 tháng nếu sản phẩm lỗi do nhà sản xuất.
87129,included_accessories,"1 x Camera EZVIZ H6C Pro 3MP, 1 x Đế, 1 x Bộ vít, 1 x Tấm mẫu khoan, 1 x Cáp nguồn, 1 x Bộ chuyển đổi, 1 x Sách hướng dẫn sử dụng"
87129,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
87129,product_condition,Mới
87129,loaisp,Chính hãng
87129,key_selling_points,"<ul><li>Cảm biến h&igrave;nh ảnh 3MP cho khả năng ghi lại video c&oacute; độ n&eacute;t v&agrave; chi tiết vượt trội.</li><li>Camera H6C Pro 3MP c&oacute; đ&egrave;n hồng ngoại gi&uacute;p quay video r&otilde; n&eacute;t ngay cả trong điều kiện &aacute;nh s&aacute;ng yếu hoặc ban đ&ecirc;m.</li><li>Thiết kế kh&ocirc;ng d&acirc;y, dễ d&agrave;ng lắp đặt ở bất kỳ đ&acirc;u trong nh&agrave; m&agrave; kh&ocirc;ng cần phải k&eacute;o d&acirc;y.</li><li>Hỗ trợ lưu trữ video l&ecirc;n đ&aacute;m m&acirc;y c&ugrave;ng ứng dụng điều khiển camera th&ocirc;ng qua điện thoại di động.</li><li>Camera Ezviz H6C Pro 3M c&oacute; kiểu d&aacute;ng nhỏ, gọn, với m&agrave;u trắng tinh tế ph&ugrave; hợp với nhiều kh&ocirc;ng gian nội thất.</li></ul>"
87129,review_count,12
87129,review_rating,4.9
104116,warranty_information,1 đổi 1 trong vòng 12 tháng nếu sản phẩm lỗi do nhà sản xuất.
104116,included_accessories,"1 x Camera, 1 x Chân đế, 1 x Sách hướng dẫn sử dụng"
104116,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
104116,product_condition,Mới
104116,loaisp,Chính hãng
104116,key_selling_points,"<ul><li>Đảm bảo pin lu&ocirc;n đầy với chỉ 3 giờ tiếp x&uacute;c &aacute;nh s&aacute;ng mặt trời mỗi ng&agrave;y, tiết kiệm năng lượng</li><li>Đ&egrave;n LED hồng ngoại v&agrave; khẩu độ f/1.6 cho tầm nh&igrave;n ban đ&ecirc;m xuất sắc, gi&aacute;m s&aacute;t li&ecirc;n tục</li><li>Thiết kế kh&ocirc;ng d&acirc;y v&agrave; nhỏ gọn cho ph&eacute;p lắp đặt dễ d&agrave;ng ở bất kỳ đ&acirc;u, chỉ cần khoan một lỗ</li><li>AI cảnh b&aacute;o khi c&oacute; người trong s&acirc;n, hỗ trợ nhận diện khu&ocirc;n mặt với HomeBase 3 cho độ ch&iacute;nh x&aacute;c cao</li><li>Đạt chuẩn IP67, bảo vệ hiệu quả trong mọi điều kiện thời tiết, từ mưa đến nắng</li></ul>"
104116,review_count,0
104116,review_rating,0
87610,warranty_information,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. 
87610,cam_ht_video,"5.3K60/50 ips, 4K120/100 ips, 2.7K240/200 ips, 1080p240/200 ips <br>Tỷ lệ khung hình 16:9, 9:16, 4:3, 8:7"
87610,cam_ht_chong_rung,HyperSmooth 6.0 với AutoBoost
87610,cam_ht_man_hinh,"Màn hình cảm ứng phía sau 2,27 inch <br> Màn hình phía trước 1,4 inch để hiển thị xem trước hoặc trạng thái"
87610,cam_ht_pin,Pin tích hợp cho phép sử dụng lên đến 5 giờ
87610,cam_ht_tinh_nang,"Định dạng video MP4 H.265 (HEVC)<br>Vòng lặp video<br>Chế độ webcam<br>Phát trực tiếp 1080p<br>Trích xuất hình ảnh bằng ứng dụng<br>QuikCapture<br>Protune<br>TimeWarp 3.0 5.3K<br>Ảnh tua nhanh thời gian (27MP) và Video tua nhanh thời gian (5,3K)"
87610,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
87610,product_condition,Mới
87610,loaisp,Chính hãng
87610,key_selling_points,"<ul><li>Hỗ trợ quay video l&ecirc;n đến 5.3K với tốc độ 60fps, cho ph&eacute;p ghi lại những khoảnh khắc tuyệt đẹp với độ chi tiết cao.</li><li>Trang bị c&ocirc;ng nghệ HyperSmooth 6.0, gi&uacute;p giảm thiểu rung lắc khi quay phim, mang lại những thước phim mượt m&agrave; ngay cả trong điều kiện di chuyển kh&oacute; khăn.</li><li>Cho ph&eacute;p người d&ugrave;ng livestream trực tiếp với chất lượng cao, rất ph&ugrave; hợp cho c&aacute;c sự kiện hoặc hoạt động ngo&agrave;i trời.</li><li>Với vi&ecirc;n pin mạnh mẽ, camera c&oacute; thể hoạt động li&ecirc;n tục trong nhiều giờ, gi&uacute;p người d&ugrave;ng ghi lại mọi khoảnh khắc m&agrave; kh&ocirc;ng lo hết pin.</li></ul>"
87610,review_count,0
87610,review_rating,0
53355,warranty_information,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. 
53355,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
53355,product_condition,Mới
53355,loaisp,Chính hãng
53355,key_selling_points,"<ul><li>Khả năng ghi h&igrave;nh của camera c&oacute; độ ph&acirc;n giải l&ecirc;n đến 5.7K</li><li>Trang bị hệ thống chống rung&nbsp;​​FlowState gi&uacute;p c&aacute;c cảnh quay trở n&ecirc;n mượt m&agrave;, ổn định</li><li>Khả năng chống nước 10m cho bạn thỏa th&iacute;ch quay c&aacute;c video dưới nước hay trong điều kiện thời tiết xấu</li><li>Vi&ecirc;n pin c&oacute; dung lượng lớn 1800mAh gi&uacute;p bạn kh&ocirc;ng lo hết pin khi quay</li><li>Trang bị hệ thống&nbsp;4 micro cho &acirc;m thanh trở n&ecirc;n chất lượng hơn bao giừo hết</li></ul>"
53355,review_count,2
53355,review_rating,5
116210,warranty_information,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. 
